City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Zaozerne,UA,2021-05-28 20:43:58,45.1582,33.2787,63.95,82,49,7.16
296,Coquimbo,CL,2021-05-28 20:39:36,-29.9533,-71.3436,58.73,88,75,2.35
297,Yumen,CN,2021-05-28 20:43:59,40.2833,97.2,67.62,21,5,9.44
298,Aviles,ES,2021-05-28 20:43:59,43.5547,-5.9248,60.76,92,75,1.99
299,Namibe,AO,2021-05-28 20:43:59,-15.1961,12.1522,73.22,68,0,5.19
300,Kalevala,RU,2021-05-28 20:44:00,65.2,31.1667,36.45,69,17,5.1
301,Erseke,AL,2021-05-28 20:44:00,40.3378,20.6789,48.99,83,0,3.76
302,Cidreira,BR,2021-05-28 20:44:00,-30.1811,-50.2056,63.73,99,100,6.15
303,Mbekenyera,TZ,2021-05-28 20:44:01,-10.0,38.9833,63.88,90,19,2.98
304,Corn Island,NI,2021-05-28 20:44:01,12.1694,-83.0418,81.88,77,48,16.06
305,Broome,US,2021-05-28 20:44:01,42.2506,-75.833,49.17,87,90,1.99
306,Tuatapere,NZ,2021-05-28 20:44:02,-46.1333,167.6833,49.82,92,100,7.14
307,Monticello,US,2021-05-28 20:44:02,45.3055,-93.7941,62.22,38,1,8.66
308,Santana,BR,2021-05-28 20:44:03,-0.0583,-51.1817,84.38,79,40,4.16
309,Jalu,LY,2021-05-28 20:44:03,29.0331,21.5482,89.28,17,28,7.31
310,Darhan,MN,2021-05-28 20:44:03,49.4867,105.9228,53.17,65,100,8.21
311,Ayagoz,KZ,2021-05-28 20:44:04,47.9714,80.4392,48.51,59,20,14.07
312,Villa Carlos Paz,AR,2021-05-28 20:44:04,-31.4241,-64.4978,67.28,45,10,5.99
313,Armenia,AM,2021-05-28 20:44:05,40.0,45.0,59.52,43,2,9.48
314,Khatanga,RU,2021-05-28 20:44:05,71.9667,102.5,38.79,84,100,11.48
315,Toamasina,MG,2021-05-28 20:44:06,-18.1667,49.3833,66.2,94,20,1.14
316,Lasa,IT,2021-05-28 20:44:06,46.6166,10.7002,61.68,68,54,3.42
317,Naryan-Mar,RU,2021-05-28 20:44:06,67.6713,53.087,40.86,89,100,3.71
318,Svetlyy,RU,2021-05-28 20:44:07,54.675,20.1347,46.45,90,59,6.2
319,Agua Dulce,MX,2021-05-28 20:44:07,18.1333,-94.1333,88.36,61,78,11.27
320,Hobyo,SO,2021-05-28 20:44:07,5.3505,48.5268,79.05,81,40,17.76
321,Kosa,RU,2021-05-28 20:44:08,59.9445,54.9977,55.24,96,100,11.43
322,Paamiut,GL,2021-05-28 20:44:08,61.994,-49.6678,41.13,80,59,7.45
323,Trairi,BR,2021-05-28 20:41:50,-3.2778,-39.2689,78.84,80,4,8.34
324,Kloulklubed,PW,2021-05-28 20:44:08,7.0419,134.2556,77.5,78,100,9.48
325,Lompoc,US,2021-05-28 20:44:09,34.6391,-120.4579,69.94,77,90,17.27
326,Machali,CL,2021-05-28 20:44:09,-34.1833,-70.6667,60.08,67,57,3.51
327,Palana,RU,2021-05-28 20:44:09,59.1167,159.9667,37.99,68,11,2.93
328,Okha,RU,2021-05-28 20:44:10,53.5739,142.9478,37.71,83,9,8.3
329,At-Bashi,KG,2021-05-28 20:44:10,41.1702,75.8106,54.9,49,4,1.14
330,Urumqi,CN,2021-05-28 20:44:10,43.801,87.6005,65.35,52,0,2.98
331,Baykit,RU,2021-05-28 20:44:11,61.67,96.37,36.16,99,100,5.03
332,Helong,CN,2021-05-28 20:44:11,42.5397,128.9972,46.62,92,100,1.36
333,Vidalia,US,2021-05-28 20:44:11,32.2177,-82.4135,93.15,29,40,12.66
334,Tessalit,ML,2021-05-28 20:44:12,20.1986,1.0114,96.3,5,100,16.71
335,Abu Dhabi,AE,2021-05-28 20:41:48,24.4667,54.3667,87.82,79,0,8.08
336,Narsaq,GL,2021-05-28 20:44:12,60.9167,-46.05,52.02,54,93,4.36
337,Beringovskiy,RU,2021-05-28 20:44:13,63.05,179.3167,32.14,89,19,13.4
338,Ahipara,NZ,2021-05-28 20:44:13,-35.1667,173.1667,58.46,77,93,17.98
339,Ndago,TZ,2021-05-28 20:44:13,-4.6,34.35,64.2,69,32,7.34
340,Uvat,RU,2021-05-28 20:44:14,59.1433,68.8953,47.25,80,75,3.74
341,Vestmannaeyjar,IS,2021-05-28 20:44:14,63.4427,-20.2734,49.19,87,90,46.04
342,Njombe,TZ,2021-05-28 20:44:14,-9.3333,34.7667,48.15,97,42,3.38
343,Acheng,CN,2021-05-28 20:44:15,45.5454,126.977,46.33,79,100,3.36
344,Kisangani,CD,2021-05-28 20:44:15,0.5167,25.2,69.66,98,98,2.84
345,Benguela,AO,2021-05-28 20:44:15,-12.5763,13.4055,75.11,70,3,3.6
346,Dongsheng,CN,2021-05-28 20:44:16,39.8161,109.9776,65.61,18,38,21.72
347,Taree,AU,2021-05-28 20:44:16,-31.9,152.4667,51.73,66,90,12.66
348,Inhambane,MZ,2021-05-28 20:44:16,-23.865,35.3833,66.61,77,31,11.86
349,Laguna,US,2021-05-28 20:44:17,38.421,-121.4238,90.43,38,1,3.0
350,Saint-Marc,HT,2021-05-28 20:44:17,19.1082,-72.6938,82.38,68,22,6.13
351,Ostrovnoy,RU,2021-05-28 20:44:18,68.0531,39.5131,34.97,91,96,13.31
352,Visby,SE,2021-05-28 20:44:18,57.6409,18.296,44.82,93,20,3.44
353,Sorong,ID,2021-05-28 20:44:18,-0.8833,131.25,78.21,89,31,8.68
354,Rocha,UY,2021-05-28 20:44:19,-34.4833,-54.3333,58.82,86,100,6.51
355,Te Anau,NZ,2021-05-28 20:44:19,-45.4167,167.7167,39.11,98,100,5.26
356,La Libertad,EC,2021-05-28 20:44:19,-2.2333,-80.9,74.86,83,90,9.06
357,Santiago De Cao,PE,2021-05-28 20:44:20,-7.9589,-79.2392,66.33,94,90,12.12
358,Fortuna,US,2021-05-28 20:44:20,40.5982,-124.1573,78.19,64,1,4.0
359,Taksimo,RU,2021-05-28 20:44:20,56.3444,114.8794,43.12,78,42,1.63
360,Mana,GF,2021-05-28 20:44:21,5.6592,-53.7767,78.01,90,51,10.96
361,Richland,US,2021-05-28 20:44:21,40.7834,-82.5499,54.32,93,90,8.01
362,Gao,ML,2021-05-28 20:44:21,16.6362,1.637,94.26,14,66,9.86
363,Dunedin,NZ,2021-05-28 20:44:21,-45.8742,170.5036,48.79,84,100,4.0
364,Upata,VE,2021-05-28 20:44:22,8.0086,-62.3989,86.2,69,76,5.7
365,Leningradskiy,RU,2021-05-28 20:44:22,69.3833,178.4167,31.69,89,39,12.95
366,Kurilsk,RU,2021-05-28 20:44:23,45.2333,147.8833,42.69,91,100,11.77
367,Hamilton,US,2021-05-28 20:42:52,39.1834,-84.5333,67.78,93,90,4.0
368,Boshnyakovo,RU,2021-05-28 20:44:23,49.6333,142.1667,44.15,75,95,6.26
369,San Patricio,US,2021-05-28 20:44:24,28.017,-97.5169,89.87,58,72,15.19
370,Erenhot,CN,2021-05-28 20:44:24,43.6475,111.9767,48.83,70,3,13.13
371,Pierre,US,2021-05-28 20:44:25,44.3683,-100.351,61.0,62,90,16.11
372,Ahuimanu,US,2021-05-28 20:44:25,21.4447,-157.8378,82.85,58,40,11.63
373,Marsh Harbour,BS,2021-05-28 20:44:25,26.5412,-77.0636,78.31,72,80,10.02
374,Broken Hill,AU,2021-05-28 20:44:26,-31.95,141.4333,42.51,75,100,8.05
375,Wote,KE,2021-05-28 20:44:27,-1.7808,37.6288,64.47,87,79,4.68
376,Dolores,AR,2021-05-28 20:44:27,-36.3132,-57.6792,53.67,66,52,8.01
377,Aba,NG,2021-05-28 20:40:38,5.1066,7.3667,77.05,93,100,4.85
378,Butajira,ET,2021-05-28 20:44:28,8.1167,38.3667,61.14,40,12,5.44
379,Yarega,RU,2021-05-28 20:44:28,63.4354,53.5765,46.85,86,100,7.54
380,Bereda,ES,2021-05-28 20:44:28,43.2686,-7.5406,55.15,97,22,2.51
381,Terrace Bay,CA,2021-05-28 20:44:29,48.7834,-87.1,54.1,50,0,9.08
382,Tabas,IR,2021-05-28 20:44:29,33.5959,56.9244,85.24,14,0,5.61
383,Nalut,LY,2021-05-28 20:44:29,30.3333,10.85,92.68,14,11,15.68
384,Grand Island,US,2021-05-28 20:44:30,40.925,-98.342,57.24,66,90,4.0
385,Sergeyevka,KZ,2021-05-28 20:44:30,53.88,67.4158,57.09,51,0,7.36
386,Alexandria,EG,2021-05-28 20:40:24,31.2156,29.9553,72.14,78,40,9.22
387,Santa Rosa,PH,2021-05-28 20:44:31,14.3122,121.1114,84.18,83,14,5.61
388,Komsomolskiy,UZ,2021-05-28 20:44:31,40.4272,71.7189,74.62,38,1,9.22
389,Mapiri,BO,2021-05-28 20:44:31,-15.25,-68.1667,77.92,71,98,3.62
390,Chumikan,RU,2021-05-28 20:44:32,54.7183,135.315,39.07,86,100,0.63
391,Sao Felix Do Xingu,BR,2021-05-28 20:44:32,-6.6447,-51.995,79.54,63,81,1.74
392,Plouzane,FR,2021-05-28 20:44:33,48.3833,-4.6167,60.89,85,90,8.88
393,Praya,CV,2021-05-28 20:44:33,14.9215,-23.5087,73.94,68,40,17.27
394,Astoria,US,2021-05-28 20:44:34,46.1879,-123.8313,64.87,69,75,11.5
395,Tilichiki,RU,2021-05-28 20:44:34,60.4667,166.1,36.19,91,100,3.71
396,Bocana De Paiwas,NI,2021-05-28 20:44:34,12.7857,-85.1227,90.77,44,91,12.03
397,Cesenatico,IT,2021-05-28 20:40:00,44.1999,12.3991,67.96,68,20,5.99
398,Mandalgovi,MN,2021-05-28 20:44:35,45.7625,106.2708,49.51,64,79,12.24
399,Port Moresby,PG,2021-05-28 20:44:35,-9.4431,147.1797,74.62,78,40,19.57
400,Shupiyan,IN,2021-05-28 20:44:36,33.7167,74.8333,58.01,47,1,4.41
401,Alice Springs,AU,2021-05-28 20:44:36,-23.7,133.8833,35.15,80,1,6.46
402,Adelaide,AU,2021-05-28 20:40:04,-34.9333,138.6,49.19,84,98,4.61
403,Wewak,PG,2021-05-28 20:44:37,-3.5534,143.6268,78.12,88,41,4.05
404,Zwedru,LR,2021-05-28 20:44:37,6.0667,-8.1281,75.56,92,100,2.77
405,Lypova Dolyna,UA,2021-05-28 20:44:37,50.5643,33.7979,58.8,93,98,3.31
406,Darnah,LY,2021-05-28 20:44:38,32.767,22.6367,71.56,63,3,11.34
407,Makakilo City,US,2021-05-28 20:44:38,21.3469,-158.0858,81.68,56,20,14.97
408,Zhangye,CN,2021-05-28 20:44:38,38.9342,100.4517,68.22,19,85,2.95
409,Gashua,NG,2021-05-28 20:44:39,12.871,11.0482,91.02,12,100,11.12
410,Abbeville,FR,2021-05-28 20:44:00,50.1,1.8333,58.96,83,98,4.85
411,Ulaanbaatar,MN,2021-05-28 20:44:39,47.9077,106.8832,44.73,70,40,4.79
412,Puri,IN,2021-05-28 20:44:40,19.8,85.85,87.39,91,67,11.99
413,Tautira,PF,2021-05-28 20:44:40,-17.7333,-149.15,86.02,76,35,6.11
414,Dali,CN,2021-05-28 20:44:40,25.7,100.1833,62.87,83,57,5.06
415,Axim,GH,2021-05-28 20:44:41,4.8699,-2.2405,81.09,84,18,9.19
416,Nouakchott,MR,2021-05-28 20:44:41,18.0858,-15.9785,67.93,79,89,17.36
417,Kingman,US,2021-05-28 20:44:41,35.1894,-114.053,93.29,3,1,10.0
418,Ciudad Bolivar,VE,2021-05-28 20:44:42,8.1222,-63.5497,91.4,42,34,12.84
419,Taihe,CN,2021-05-28 20:44:42,30.8712,105.3845,65.77,80,99,2.51
420,Burlington,US,2021-05-28 20:40:05,39.8835,-74.6413,60.76,72,90,12.21
421,Itacarambi,BR,2021-05-28 20:44:43,-15.1022,-44.0919,80.53,39,36,2.04
422,Borogontsy,RU,2021-05-28 20:44:43,62.6683,131.1683,55.58,51,22,5.08
423,Clyde River,CA,2021-05-28 20:44:43,70.4692,-68.5914,32.23,93,20,3.44
424,Opuwo,NA,2021-05-28 20:44:44,-18.0607,13.84,63.68,30,0,7.67
425,Batagay,RU,2021-05-28 20:44:45,67.6333,134.6333,45.95,66,15,14.65
426,Purranque,CL,2021-05-28 20:44:45,-40.9167,-73.1667,52.93,76,73,5.01
427,Sisimiut,GL,2021-05-28 20:44:46,66.9395,-53.6735,39.74,77,69,12.17
428,Pozo Colorado,PY,2021-05-28 20:44:46,-23.4923,-58.7972,89.19,35,97,9.19
429,Luganville,VU,2021-05-28 20:44:47,-15.5333,167.1667,74.1,68,77,3.98
430,Aricestii-Rahtivani,RO,2021-05-28 20:44:47,44.95,25.8333,60.13,85,100,4.56
431,Grand Gaube,MU,2021-05-28 20:44:47,-20.0064,57.6608,72.37,80,18,3.0
432,Mitsamiouli,KM,2021-05-28 20:44:47,-11.3847,43.2844,77.14,68,1,3.91
433,Lagdo,CM,2021-05-28 20:44:48,9.05,13.7333,88.92,45,18,2.44
434,Le Vauclin,MQ,2021-05-28 20:44:48,14.5452,-60.8388,86.05,58,75,12.68
435,Paraiso,CR,2021-05-28 20:44:48,9.8383,-83.8656,76.91,91,99,3.53
436,Missoula,US,2021-05-28 20:44:49,47.0166,-113.8009,52.54,45,83,11.59
437,Sibut,CF,2021-05-28 20:44:49,5.718,19.0739,75.0,81,23,1.36
438,Guantanamo,CU,2021-05-28 20:44:50,20.1444,-75.2092,89.17,68,28,9.22
439,Myitkyina,MM,2021-05-28 20:44:50,25.3833,97.4,77.56,77,59,1.39
440,Nikita,UA,2021-05-28 20:44:50,44.5333,34.2333,54.73,82,43,2.55
441,North Bend,US,2021-05-28 20:44:51,43.4065,-124.2243,73.98,67,1,26.46
442,Bubaque,GW,2021-05-28 20:44:51,11.2833,-15.8333,79.2,79,10,17.27
443,Chirongui,YT,2021-05-28 20:44:51,-12.9319,45.1483,76.93,68,0,4.74
444,Maceio,BR,2021-05-28 20:44:52,-9.6658,-35.7353,80.04,73,40,9.01
445,Isla Mujeres,MX,2021-05-28 20:44:52,21.2311,-86.731,87.17,70,3,12.71
446,Miri,MY,2021-05-28 20:44:52,4.4148,114.0089,77.14,94,40,3.18
447,Jaffna,LK,2021-05-28 20:44:53,9.6685,80.0074,83.71,83,90,19.22
448,Caravelas,BR,2021-05-28 20:44:53,-17.7125,-39.2481,74.53,83,15,6.53
449,Ziyang,CN,2021-05-28 20:44:53,29.2497,117.8547,68.36,97,100,1.59
450,Voh,NC,2021-05-28 20:44:54,-20.9667,164.7,70.75,63,64,3.53
451,Aloleng,PH,2021-05-28 20:44:54,16.1307,119.7824,82.63,81,67,5.21
452,Sioux Lookout,CA,2021-05-28 20:44:54,50.1001,-91.917,60.87,27,20,4.61
453,Zurrieq,MT,2021-05-28 20:44:55,35.8311,14.4742,68.97,88,0,10.36
454,Sumenep,ID,2021-05-28 20:44:56,-7.0167,113.8667,79.95,82,63,8.46
455,Dakar,SN,2021-05-28 20:40:45,14.6937,-17.4441,72.48,83,0,16.67
456,Lithakia,GR,2021-05-28 20:44:57,37.7167,20.8333,63.77,72,48,14.43
457,Smidovich,RU,2021-05-28 20:44:57,48.6,133.8167,52.95,84,100,3.8
458,Cuajinicuilapa,MX,2021-05-28 20:44:57,16.4667,-98.4167,94.41,42,98,12.15
459,Grimstad,NO,2021-05-28 20:44:58,58.3405,8.5934,59.23,71,3,3.15
460,Miyako,JP,2021-05-28 20:44:58,39.6367,141.9525,56.71,92,100,3.83
461,Talara,PE,2021-05-28 20:44:58,-4.5772,-81.2719,77.76,65,0,16.11
462,Valdivia,CL,2021-05-28 20:44:59,-39.8142,-73.2459,55.49,77,43,4.79
463,Lorengau,PG,2021-05-28 20:44:59,-2.0226,147.2712,80.55,83,100,10.11
464,Tarskoye,RU,2021-05-28 20:44:59,42.967,44.7711,57.45,76,37,6.71
465,Aboso,GH,2021-05-28 20:45:00,5.3617,-1.9473,77.34,91,37,4.18
466,Alvand,IR,2021-05-28 20:42:46,36.3187,49.1678,66.16,28,9,3.51
467,Bulungu,CD,2021-05-28 20:45:00,-4.55,18.6,73.53,56,57,1.77
468,Roald,NO,2021-05-28 20:45:01,62.5833,6.1333,58.15,81,0,17.27
469,Severo-Kurilsk,RU,2021-05-28 20:45:01,50.6789,156.125,39.88,86,87,8.52
470,Suzaka,JP,2021-05-28 20:45:01,36.65,138.3167,65.1,78,69,3.76
471,Mamakan,RU,2021-05-28 20:45:02,57.8161,114.0028,43.65,87,96,3.31
472,Atlantic City,US,2021-05-28 20:45:02,39.3643,-74.4229,61.99,75,90,18.75
473,Varzea Grande,BR,2021-05-28 20:45:02,-15.6467,-56.1325,93.07,33,0,12.66
474,Nome,US,2021-05-28 20:45:04,64.5011,-165.4064,55.47,23,1,20.71
475,Fort Nelson,CA,2021-05-28 20:45:04,58.8053,-122.7002,67.59,19,75,12.66
476,Batagay-Alyta,RU,2021-05-28 20:45:04,67.8006,130.4114,43.16,76,34,12.53
477,Dalby,AU,2021-05-28 20:45:05,-27.1833,151.2667,30.9,66,100,6.98
478,Chake Chake,TZ,2021-05-28 20:45:05,-5.2459,39.7666,75.49,71,4,7.92
479,Conde,BR,2021-05-28 20:45:06,-7.2597,-34.9075,74.66,94,75,12.03
480,Sokode,TG,2021-05-28 20:45:06,8.9833,1.1333,78.24,66,96,1.12
481,Samarai,PG,2021-05-28 20:45:06,-10.6167,150.6667,77.36,74,79,14.23
482,Port Hardy,CA,2021-05-28 20:45:07,50.6996,-127.4199,51.8,87,75,6.91
483,Pangnirtung,CA,2021-05-28 20:42:38,66.1451,-65.7125,33.8,75,75,17.27
484,Morros,BR,2021-05-28 20:45:07,-9.4467,-46.3003,78.62,37,100,4.43
485,Mglin,RU,2021-05-28 20:45:08,53.0591,32.8475,57.54,92,96,5.86
486,Vallenar,CL,2021-05-28 20:45:08,-28.5708,-70.7581,72.23,41,66,4.43
487,Ruwi,OM,2021-05-28 20:45:08,23.5996,58.5507,87.49,60,4,1.97
488,Worland,US,2021-05-28 20:45:09,44.0169,-107.9554,80.89,32,75,7.0
489,Sinnamary,GF,2021-05-28 20:45:09,5.3833,-52.95,78.06,89,87,11.05
490,Lazaro Cardenas,MX,2021-05-28 20:45:10,17.9583,-102.2,87.76,58,23,12.24
491,Ust-Tsilma,RU,2021-05-28 20:44:49,65.441,52.1498,49.86,90,100,9.44
492,Keti Bandar,PK,2021-05-28 20:45:10,24.1447,67.4497,84.74,76,87,13.53
493,Shimoda,JP,2021-05-28 20:45:11,34.6667,138.95,69.17,92,100,13.44
494,Ishigaki,JP,2021-05-28 20:45:11,24.3448,124.1572,80.98,78,98,4.36
495,Fairlie,GB,2021-05-28 20:45:11,55.756,-4.8556,58.39,88,100,2.53
496,Nador,MA,2021-05-28 20:45:12,35.174,-2.9287,66.27,82,0,5.01
497,Guayaramerin,BO,2021-05-28 20:45:12,-10.8368,-65.3614,81.59,65,93,3.02
498,Kempele,FI,2021-05-28 20:45:12,64.9131,25.5034,42.82,65,0,4.61
499,Rybnaya Sloboda,RU,2021-05-28 20:45:13,55.4613,50.1409,58.98,75,47,3.83
500,Ancud,CL,2021-05-28 20:45:13,-41.8697,-73.8203,50.43,66,72,9.69
501,Baiyin,CN,2021-05-28 20:45:13,36.5583,104.2081,56.28,47,100,9.1
502,Madimba,TZ,2021-05-28 20:42:29,-10.4,40.3333,70.9,85,1,5.44
503,Isangel,VU,2021-05-28 20:45:14,-19.55,169.2667,73.27,72,83,6.42
504,Valenca,BR,2021-05-28 20:45:14,-13.3703,-39.0731,71.47,82,28,3.49
505,Yingcheng,CN,2021-05-28 20:45:15,30.95,113.55,69.85,87,47,7.25
506,Corumba,BR,2021-05-28 20:45:15,-19.0092,-57.6533,91.31,40,0,11.5
507,Muisne,EC,2021-05-28 20:45:15,0.6,-80.0333,82.51,81,99,9.51
508,Garden City,US,2021-05-28 20:45:16,42.3256,-83.331,46.35,90,90,5.99
509,Ilmajoki,FI,2021-05-28 20:45:16,62.7333,22.5667,45.54,62,0,4.99
510,Santa Isabel,BR,2021-05-28 20:45:17,-23.3156,-46.2214,82.18,65,71,5.03
511,Nago,JP,2021-05-28 20:45:17,26.5881,127.9761,79.23,84,100,9.55
512,Chitipa,MW,2021-05-28 20:45:17,-9.7024,33.2697,53.58,96,3,4.63
513,Tawau,MY,2021-05-28 20:45:18,4.2498,117.8871,77.13,94,95,3.0
514,De-Kastri,RU,2021-05-28 20:45:18,51.4667,140.7833,43.25,91,88,5.95
515,Atar,MR,2021-05-28 20:45:18,20.5169,-13.0499,95.07,20,80,5.97
516,Gayny,RU,2021-05-28 20:45:19,60.3071,54.3241,56.39,95,100,10.13
517,Polson,US,2021-05-28 20:45:19,47.6936,-114.1632,58.1,54,90,8.01
518,Zyryanskoye,RU,2021-05-28 20:45:19,56.8306,86.6258,33.39,71,52,7.29
519,Oranjestad,AW,2021-05-28 20:45:20,12.524,-70.027,87.75,58,20,21.85
520,Mizan Teferi,ET,2021-05-28 20:45:21,6.9833,35.5833,60.31,96,21,2.86
521,Karpathos,GR,2021-05-28 20:45:21,35.507,27.2132,67.96,88,7,9.57
522,Mookane,BW,2021-05-28 20:45:21,-23.688,26.6595,60.31,27,1,5.48
523,Forestville,US,2021-05-28 20:45:22,38.8451,-76.875,77.85,74,40,16.11
524,New Ulm,US,2021-05-28 20:45:22,44.3125,-94.4605,58.42,53,1,9.22
525,Abha,SA,2021-05-28 20:45:22,18.2164,42.5053,71.42,60,0,2.68
526,Grenaa,DK,2021-05-28 20:45:23,56.4158,10.8783,50.95,89,0,9.75
527,Guerrero Negro,MX,2021-05-28 20:45:23,27.9769,-114.0611,67.48,57,26,19.73
528,Claveria,PH,2021-05-28 20:45:24,18.6074,121.0832,80.13,82,64,3.83
529,Quchan,IR,2021-05-28 20:45:24,37.106,58.5095,67.96,44,2,4.85
530,Chiredzi,ZW,2021-05-28 20:45:24,-21.05,31.6667,60.48,32,0,4.34
531,Lloydminster,CA,2021-05-28 20:45:25,53.2835,-110.0016,59.22,47,75,28.77
532,Labelle,US,2021-05-28 20:45:25,26.7617,-81.4384,93.27,37,40,12.8
533,Nouadhibou,MR,2021-05-28 20:45:26,20.931,-17.0347,67.98,73,96,19.57
534,Mutsu,JP,2021-05-28 20:45:26,41.2894,141.2169,54.27,93,100,14.76
535,Baijiantan,CN,2021-05-28 20:45:27,45.6333,85.1833,74.97,31,4,9.64
536,Puerto Maldonado,PE,2021-05-28 20:45:27,-12.6,-69.1833,90.0,55,20,6.91
537,Quang Ngai,VN,2021-05-28 20:45:28,15.1167,108.8,77.68,89,99,4.34
538,Ondo,NG,2021-05-28 20:45:28,7.1,4.8333,73.92,98,100,2.42
539,Raton,US,2021-05-28 20:45:28,36.9034,-104.4391,73.06,37,90,5.75
540,Mahajanga,MG,2021-05-28 20:45:29,-15.7167,46.3167,71.62,88,20,3.44
541,Telsiai,LT,2021-05-28 20:45:29,55.9814,22.2472,44.38,94,63,7.16
542,Ixtapa,MX,2021-05-28 20:45:29,20.7,-105.2,83.43,61,1,14.97
543,Phatthalung,TH,2021-05-28 20:45:30,7.5,100.0833,77.11,86,79,4.09
544,Vao,NC,2021-05-28 20:45:30,-22.6667,167.4833,71.76,63,19,19.53
545,Klyuchevskiy,RU,2021-05-28 20:45:30,53.5317,119.4519,45.21,92,100,3.65
